est_name,address,city,state,zip,phone,license_number,issued,expires,az,reg,fl,total,alzheimer,adult_day,county,full_address
Violet Lane,101 N. Violet Lane,Carbondale,IL,62901,6185199560,5200941,2018 Apr 25 12:00:00 AM,2019 Apr 25 12:00:00 AM,,6.0,,6,False,False,Jackson,"101 N. Violet Lane, Carbondale, IL"
Voyage Senior Living - Marion South,815 Mississippi Drive,Marion,nan,62959,6189933503,5104218,2019 Apr 06 12:00:00 AM,2019 Oct 06 12:00:00 AM,,27.0,,27,False,False,Williamson,"815 Mississippi Drive, Marion, IL"
Voyage Senior Living - Murphysboro East,5 North Shawnee Dr,Murphysboro,IL,62966,6186845818,5100299,2019 Mar 19 12:00:00 AM,2020 Mar 19 12:00:00 AM,,50.0,,50,False,False,Jackson,"5 North Shawnee Dr, Murphysboro, IL"
Voyage Senior Living - Murphysboro West,11 N. Shawnee Dr,Murphysboro,IL,62966,6186845818,5100281,2019 Mar 19 12:00:00 AM,2019 Mar 19 12:00:00 AM,,24.0,,24,False,False,Jackson,"11 N. Shawnee Dr, Murphysboro, IL"
Waterford Estates,17400 S. Kedzie Ave,Hazel Crest,IL,60429,7083351600,5101412,2018 Apr 27 12:00:00 AM,2019 Apr 27 12:00:00 AM,19.0,,61.0,80,True,False,Cook,"17400 S. Kedzie Ave, Hazel Crest, IL"
Waverly Inn Memory Care Community,515 W. Rand Road,Arlington Heights,IL,60004,2242488916,5106411,2019 Mar 16 12:00:00 AM,2020 Mar 16 12:00:00 AM,60.0,,,60,False,False,Cook,"515 W. Rand Road, Arlington Heights, IL"
Weinberg Community,1551 Lake Cook Rd,Deerfield,IL,60015,8473740500,5101420,2017 Jun 14 12:00:00 AM,2019 Jun 14 12:00:00 AM,40.0,125.0,,165,True,True,Cook,"1551 Lake Cook Rd, Deerfield, IL"
Welbrook Bloomington Operating Co,1402 Leslie Dr,Bloomington,IL,61704,3096032500,5106387,2018 Jul 20 12:00:00 AM,2019 Jul 20 12:00:00 AM,24.0,56.0,,80,True,False,Mclean,"1402 Leslie Dr, Bloomington, IL"
Wellshire Morton Grove,8415 Waukegan Road,Morton Grove,nan,60053,8474704550,5104887,2018 Jun 25 12:00:00 AM,2019 Jun 25 12:00:00 AM,,45.0,,45,False,False,Cook,"8415 Waukegan Road, Morton Grove, IL"
Westbridge Assisted Living,500 Wyndemere Circle,Wheaton,nan,60187,6306906662,5105025,2018 Jun 28 12:00:00 AM,2019 Jun 29 12:00:00 AM,12.0,65.0,5.0,82,True,False,Dupage,"500 Wyndemere Circle, Wheaton, IL"
Westbrook Senior Living,110 W. Schaumburg Rd,Streamwood,nan,60107,6303724114,5105504,2019 Jan 29 12:00:00 AM,2020 Jan 29 12:00:00 AM,24.0,56.0,,80,True,False,Cook,"110 W. Schaumburg Rd, Streamwood, IL"
Westminster Village AL,2025 E. Lincoln St,Bloomington,IL,61701,3096636474,5102329,2018 Jan 29 12:00:00 AM,2020 Jan 29 12:00:00 AM,,30.0,30.0,60,False,False,Mclean,"2025 E. Lincoln St, Bloomington, IL"
White Oaks at Heritage Woods of McHenry,4605 W. Crystal Lake Rd,Mc Henry,IL,60050,8153442970,5106072,2019 Feb 06 12:00:00 AM,2020 Feb 16 12:00:00 AM,40.0,,,40,True,False,Mchenry,"4605 W. Crystal Lake Rd, Mc Henry, IL"
White Oaks at Spring Street,1300 Spring Street,South Elgin,nan,60177,8477173187,5104846,2018 Jun 28 12:00:00 AM,2019 Jun 28 12:00:00 AM,30.0,,,30,True,False,Kane,"1300 Spring Street, South Elgin, IL"
Willow Crossing Senior Living,809 N. Central Ave.,Addison,IL,60101,6302917500,5201790,2019 Feb 28 12:00:00 AM,2019 Jun 28 12:00:00 AM,,3.0,,3,False,False,Dupage,"809 N. Central Ave., Addison, IL"
Willow Falls,1681 Willow Circle Drive,Crest Hill,nan,60403,8157255868,5105546,2018 Sep 24 12:00:00 AM,2019 Sep 24 12:00:00 AM,31.0,82.0,,113,True,False,Will,"1681 Willow Circle Drive, Crest Hill, IL"
Willowbrook of Effingham,100 Blohm Avenue,Effingham,IL,62401,2178210779,5200990,2018 Nov 18 12:00:00 AM,2019 Nov 18 12:00:00 AM,12.0,,,12,True,True,Effingham,"100 Blohm Avenue, Effingham, IL"
Willowbrook of Effingham #3,104 Blohm Avenue,Effingham,nan,62401,2178210779,5201550,2018 Oct 08 12:00:00 AM,2019 Nov 18 12:00:00 AM,12.0,,,12,True,False,Effingham,"104 Blohm Avenue, Effingham, IL"
Willowbrook of Effingham East,102 Blohm Ave,Effingham,IL,62401,2173423239,5201105,2018 Nov 18 12:00:00 AM,2019 Nov 18 12:00:00 AM,12.0,,,12,True,False,Effingham,"102 Blohm Ave, Effingham, IL"
Willowbrook of Marshall #1,1002 North Second St,Marshall,IL,62441,2178210779,5201741,2018 May 17 12:00:00 AM,2019 May 17 12:00:00 AM,12.0,,,12,True,False,Clark,"1002 North Second St, Marshall, IL"
Willowbrook of Marshall #2,1000 N. 2nd Street,Marshall,IL,62441,2178210779,5201840,2018 Sep 21 12:00:00 AM,2019 Sep 21 12:00:00 AM,12.0,,,12,True,False,Clark,"1000 N. 2nd Street, Marshall, IL"
Willowbrook of Savoy,404 W. Curtis,Savoy,nan,61874,2176078932,5201394,2018 Jul 03 12:00:00 AM,2020 Jul 03 12:00:00 AM,12.0,,,12,True,False,Champaign,"404 W. Curtis, Savoy, IL"
Willowbrook of Savoy #2,406 W. Curtis,Savoy,nan,61874,2176007705,5201493,2018 Apr 15 12:00:00 AM,2020 Apr 15 12:00:00 AM,12.0,,,12,True,False,Champaign,"406 W. Curtis, Savoy, IL"
Willowbrook of Savoy #3,408 W Curtis,Savoy,nan,61874,2178210779,5201527,2018 Jul 23 12:00:00 AM,2020 Jul 23 12:00:00 AM,12.0,,,12,True,False,Champaign,"408 W Curtis, Savoy, IL"
Willowbrook of Vandalia #1,1125 Sunset Drive,Vandalia,IL,62471,2178210779,5201808,2018 Jun 28 12:00:00 AM,2019 Jun 28 12:00:00 AM,12.0,,,12,True,False,Fayette,"1125 Sunset Drive, Vandalia, IL"
Windsor Court - Savoy,401 Burwash Ave,Savoy,IL,61874,2173511490,5102337,2018 Feb 10 12:00:00 AM,2020 Feb 10 12:00:00 AM,,36.0,,36,False,False,Champaign,"401 Burwash Ave, Savoy, IL"
Windsor Manor Morrison,403 Scenic Street,Morrison,IL,61270,8157724031,5104721,2018 Dec 09 12:00:00 AM,2020 Dec 09 12:00:00 AM,16.0,24.0,,40,True,False,Whiteside,"403 Scenic Street, Morrison, IL"
Windsor Park Manor,124 Windsor Park Dr,Carol Stream,IL,60188,6305105200,5101453,2017 Sep 17 12:00:00 AM,2019 Sep 17 12:00:00 AM,16.0,22.0,,38,True,False,Dupage,"124 Windsor Park Dr, Carol Stream, IL"
Winn Prairie,1545 S. Forest Road,Freeport,nan,61032,8156564800,5105587,2019 Apr 07 12:00:00 AM,2020 Apr 07 12:00:00 AM,30.0,31.0,,61,True,False,Stephenson,"1545 S. Forest Road, Freeport, IL"
Woodlands at The British Home,3000 McCormick Ave,Brookfield,IL,60513,7084850135,5101461,2018 Aug 13 12:00:00 AM,2019 Aug 13 12:00:00 AM,,73.0,,73,False,False,Cook,"3000 McCormick Ave, Brookfield, IL"
"Woods Garden Villa, The",302 S. Main St,Lincoln,nan,62656,2177322189,5201535,2018 Oct 17 12:00:00 AM,2019 Oct 17 12:00:00 AM,,12.0,,12,False,False,Logan,"302 S. Main St, Lincoln, IL"
